Publishers,Game,Metascore
Amanita Design,Marbles on Stream,85.0
Amanita Design,March of Empires,85.0
Beamdog,Comedy Quest,85.0
Gearbox Publishing,Dyson Sphere Program,85.0
Beamdog,Comic Book Hero: The Greatest Cape,85.0
Tripwire Interactive,Magicka 2,85.0
Snapshot Games Inc.,Terminal squad: Swarmites,85.0
Devolver Digital,Heli Heroes,85.0
Jacob Janerka,GAI Stops Auto: Right Version Simulator,85.0
Thunder Lotus Games,Deus Ex: Human Revolution - Director's Cut,85.0
"Devolver Digital, Croteam",Yakuza Kiwami,85.0
"Devolver Digital, Croteam",The Orville - Interactive Fan Experience,85.0
Snapshot Games Inc.,Terminal Velocity,85.0
Kunos Simulazioni,Animal Jam,85.0
Mode 7,Guild Quest,85.0
Mode 7,GUILTY GEAR Xrd -REVELATOR-,85.0
Coffee Stain Publishing,Natural Selection 2,85.0
Daedalic Entertainment,The Ascent,85.0
inXile Entertainment,Razor2: Hidden Skies,85.0
Daedalic Entertainment,The Banner Saga,85.0
Gaijin Games,Clownfield 2042,85.0
The Behemoth,ORION: Prelude,85.0
"XSEED Games, Marvelous USA, Inc.",Memory Trainer,85.0
Kunos Simulazioni,Anno 1800,85.0
New Blood Interactive,Bit Blaster XL,85.0
New Blood Interactive,BirdGut,85.0
"Gamepot, Inc., Nightdive Studios",Pixel Space Battles,85.0
Red Barrels,Hitman 2: Silent Assassin,85.0
Trendy Entertainment,A Dance of Fire and Ice,85.0
Double Fine Productions,Saints Row IV,85.0
Rebellion,PC Building Simulator,85.0
"Gamepot, Inc., Nightdive Studios",Pixel Shooter,85.0
"Square Enix, Feral Interactive (Linux), Feral Interactive (Mac)",Ultimate Chicken Horse,85.0
Remedy Entertainment,Homefront,85.0
Io-Interactive A/S,Dark Messiah of Might & Magic,85.0
Ubisoft,Cyanide & Happiness - Freakpocalypse (Episode 1),85.0
Jacob Janerka,Gabriel Knight: Sins of the Father,85.0
Snapshot Games Inc.,Terafall: Survival,85.0
Bethesda Softworks,Two Worlds Epic Edition,85.0
Devolver Digital,Russian Fishing 4,85.0
"SEGA, Feral Interactive (Mac/Linux)",Town of Salem,85.0
Supra Games,Superflight,85.0
Devolver Digital,RUNE II: Decapitation Edition,85.0
Square Enix,Gnomes Vs. Fairies: Greckel's Quest,85.0
William Chyr Studio,Drawn to Life: Two Realms,85.0
William Chyr Studio,Draw Puzzle 画之谜,85.0
Retroism,Draft Day Sports: College Football 2018,85.0
Fatshark,Tree of Savior (English Ver.),85.0
Electronic Arts,Ring of Fire: Prologue,85.0
Capcom,FAR: Lone Sails,85.0
Valve,INSIDE,85.0
The Behemoth,Outlast,85.0
Devolver Digital,MARVEL Puzzle Quest,85.0
Nightdive Studios,Kill It With Fire: Ignition,85.0
BANDAI NAMCO Entertainment,Shadow Warrior 2,85.0
Nightdive Studios,Kill The Bad Guy,85.0
Triternion,Gigantic,85.0
2K,Far Cry,85.0
"LucasArts, Disney, Lucasfilm, Aspyr (Mac, Linux)",Ultimate General: Civil War,85.0
Activision,Sniper Elite 3,85.0
"BANDAI NAMCO Entertainment, FromSoftware, Inc",The Stanley Parable,85.0
Annapurna Interactive,Pid,85.0
"Lucasfilm, LucasArts, Disney",Riders of Icarus,85.0
Activision,Shadow Warrior,85.0
Slitherine Ltd.,Home Darkness - Escape?,85.0
"CAPCOM Co., Ltd.",Medal of Honor,85.0
Supra Games,Surgeon Simulator VR: Meet The Medic,85.0
Frozenbyte,The Ship: Murder Party,85.0
BANDAI NAMCO Entertainment,Shadow Tactics: Blades of the Shogun,84.0
Toadman Interactive,Resident Evil 2,84.0
Dear Villagers,Making History: The Calm and the Storm Gold Edition,84.0
Dear Villagers,Making History: The Second World War,84.0
Terrible Toybox,NEON STRUCT,84.0
The Arcade Crew,EXOTIUM - Episode 8,84.0
DANGEN Entertainment,Rabbit Meadow,84.0
Klei Entertainment,Save Jesus,84.0
SEGA,Space Hulk: Deathwing Enhanced Edition,84.0
"SEGA, Feral Interactive (Mac/Linux)",Alien Breed: Impact,84.0
Housemarque,Azure Striker Gunvolt,84.0
Laura Shigihara,Gythol Granditti: The Crypt of Darkness,84.0
Laura Shigihara,H-SNIPER: Middle East,84.0
Laura Shigihara,H-Rescue,84.0
Terrible Toybox,NEON STRUCT: Carrion Carrier,84.0
SEGA,Transistor,84.0
Crowbar Collective,Quake Champions,84.0
Heart Machine,Indiana Jones and the Fate of Atlantis,84.0
Bethesda Softworks,Batman: Arkham Origins,84.0
Humble Games,Pilgrims,84.0
Bethesda Softworks,Forbidden Planet,84.0
Thunder Lotus Games,Spellweaver,84.0
Humble Games,Pier Solar and the Great Architects,84.0
Bethesda Softworks,Ultimate Doom,84.0
Daybreak Game Company,Total War: EMPIRE – Definitive Edition,84.0
Heart Machine,Infested Planet,84.0
Thunder Lotus Games,SpellForce 2 - Demons of the Past,84.0
The Arcade Crew,EXOTIUM - Episode 6,84.0
Heart Machine,Indie Game: The Movie,84.0
BlackSpot Entertainment,ENDLESS Space 2,84.0
Crowbar Collective,Quake Live,84.0
The Arcade Crew,EXOTIUM - Episode 7,84.0
Topware Interactive,Assassin's Creed III Remastered,84.0
Dear Villagers,Making History: The Calm & the Storm,84.0
WOLCEN Studio,Tropico 3,84.0
Game-Labs,Party of Sin,84.0
Thunder Lotus Games,SpellForce - Platinum Edition,84.0
DrinkBox Studios,Scratches - Director's Cut,84.0
Introversion Software,異星病毒Alien virus,84.0
Empires,Art of War: Red Tides,84.0
2K,Cube Escape: Paradox,84.0
Electronic Arts,Resident Evil 3,84.0
Deep Silver,Darksiders Warmastered Edition,84.0
Funcom,SPORE,84.0
Electronic Arts,Resident Evil,84.0
DrinkBox Studios,Sea of Solitude,84.0
New World Interactive,DEATH STRANDING,84.0
Square Enix,Dino D-Day,84.0
"Activision, Aspyr (Mac)",Skullgirls 2nd Encore,84.0
Square Enix,Divinity: Original Sin - Enhanced Edition,84.0
"Monster Couch, Stonemaier Games, indienova",Rhythm Destruction,84.0
"Monster Couch, Stonemaier Games, indienova",Ria's Hook,84.0
Electronic Arts,Relic Hunters Zero: Remix,84.0
Activision,Sins of a Solar Empire: Rebellion,84.0
Double Fine Productions,Sayonara Wild Hearts,84.0
Mobile Technologies LLC,Risk of Rain,84.0
Gaijin Distribution KFT,Resident Evil 7 Teaser: Beginning Hour,84.0
gamigo US Inc.,METAL GEAR SOLID V: GROUND ZEROES,84.0
Subset Games,BROKE PROTOCOL: Online City RPG,84.0
"KOEI TECMO GAMES CO., LTD.",Rakion Chaos Force,84.0
Red Hook Studios,This War of Mine,84.0
Game-Labs,Particle Fleet: Emergence,84.0
Game-Labs,Parked In The Dark,84.0
Red Hook Studios,Titan Quest Anniversary Edition,84.0
Red Hook Studios,theHunter: Call of the Wild,84.0
inXile Entertainment,Jurassic Safari Hunt,84.0
Introversion Software,畢業生模擬器,84.0
Bulbware,Virtual Rides 3 - Funfair Simulator,84.0
"Dotemu, Yooreka Studio (Greater China)",Steel Division 2,84.0
"KOEI TECMO GAMES CO., LTD.",Silver Chains,84.0
Bulbware,Virtual Villagers Origins 2,84.0
Akupara Games,Karanos Solitaire,84.0
Akupara Games,Karakuri-kun: A Japanese Tale,84.0
Electronic Arts,Red Faction Guerrilla Steam Edition,84.0
Xbox Game Studios,Half-Life: Alyx,84.0
Tripwire Interactive,Duck Game,84.0
Square Enix,Ragnarok Online,84.0
Frictional Games,Timberborn,84.0
505 Games,Deep Sea Endurance,84.0
"2K, Aspyr (Linux)",RimWorld,84.0
NamaTakahashi,Disturbed: Beyond Aramor,84.0
Zachtronics,Tomb Raider: Anniversary,84.0
Zachtronics,Tomb Raider: Underworld,84.0
Zachtronics,Wild West Online,84.0
Tripwire Interactive,Dream Pinball 3D,84.0
Survios,Incredible Dracula: Witches' Curse,84.0
Survios,Incredible Dracula: Vargosi Returns,84.0
2x2 Games,On a Roll,84.0
2x2 Games,On Board Remastered,84.0
2pt Interactive,A Handful of Keflings,84.0
NamaTakahashi,Disturbed R.I.P.,84.0
2pt Interactive,A Hand With Many Fingers,84.0
Frictional Games,Time Clickers,84.0
"ORIGAME DIGITAL, PLAYISM",Life with Mary,84.0
Frozenbyte,The Red Solstice,84.0
Muse Games,Company of Heroes,84.0
"Codemasters, Electronic Arts",F.E.A.R. 2: Project Origin,84.0
Frozenbyte,The Pillage,84.0
"Codemasters, Electronic Arts",Evil Genius 2: World Domination,84.0
Square Enix,Galaxy on Fire 2 Full HD,84.0
Edmund McMillen,ShellShock Live,84.0
Edmund McMillen,Sherlock Holmes: The Devil's Daughter,84.0
Edmund McMillen,Shop Titans,84.0
"Edmund McMillen, Tyler Glaiel",Microgons,84.0
"Edmund McMillen, Tyler Glaiel",Micron,84.0
2K,Sid Meier's Civilization III Complete,84.0
"Frontier Developments, Aspyr (Mac)",Serial Cleaner,84.0
"Frontier Developments, Aspyr (Mac)",Sector's Edge,84.0
"ORIGAME DIGITAL, PLAYISM",Life Tastes Like Cardboard,84.0
"Frontier Developments, Aspyr (Mac)",Arma Tactics,84.0
ANIM•ACE,Otome the Exorcist,84.0
Subset Games,BRINK,84.0
Subset Games,Brothers - A Tale of Two Sons,84.0
Paradox Interactive,Far Cry 3 - Blood Dragon,84.0
Devolver Digital,Auto World Tycoon,84.0
SimBin,7 Days in Dream 光尘,84.0
Size Five Games,Fight Angel/格斗天使,84.0
Size Five Games,Fight Ascending,84.0
Size Five Games,Night Reverie: Prologue,84.0
Size Five Games,Nightmares from the Deep 2: The Siren`s Call,84.0
Ska Studios,SCARLET NEXUS,84.0
Ska Studios,SCP: Escape Together,84.0
Gun Media,Brick-Force,84.0
Capcom,Mass Effect: Andromeda Deluxe Edition,84.0
Strategy First,Linked,84.0
Unfold Games,Grim Clicker,84.0
11 bit studios,Brigand: Oaxaca,84.0
Spearhead Games,RUNNING WITH RIFLES,84.0
"Grey Havens, LLC",Ragnarok Online 2,84.0
Strategy First,Ultimate Logic Puzzle Collection,84.0
SimBin,7 Days To Save The World,84.0
Devolver Digital,Auto Mechanic,84.0
Devolver Digital,KnightShift,84.0
Warner Bros. Interactive Entertainment,Orcs Must Die! 2,84.0
Pixelatto,Dreamscaper,84.0
"Warhorse Studios, Prime Matter",Dungeons & Dragons Online,84.0
"Warner Bros. Games, Warner Bros. Interactive Entertainment",Fallen Earth Free2Play,84.0
Pixelatto,Dreams of Dali,84.0
Deep Silver,Football Manager 2019,84.0
PikPok,FORCED SHOWDOWN,84.0
Deep Silver,My Summer Car,84.0
"Masangsoft, Inc.",Cookie Clicker,84.0
Bohemia Interactive,Killing Floor 2,84.0
"HandyGames, Black Forest Games",Cannon Fodder 3,84.0
Team17 Digital Ltd,School Years,84.0
Team17 Digital Ltd,School Grounds,84.0
Devolver Digital,Assassin's Creed Syndicate,84.0
Devolver Digital,Assassin's Creed Unity,84.0
Devolver Digital,Auto Kitchen,84.0
Running With Scissors,Kingdoms and Castles,84.0
11 bit studios,Bright Memory,84.0
Devolver Digital,Knockout City,84.0
Annapurna Interactive,EVIL POSSESSION,84.0
inkle Ltd,Space Merchants: Arena,84.0
Introversion Software,Dragon's Prophet,84.0
Introversion Software,Dragon Saga,84.0
Introversion Software,Dinosaur Hunt,84.0
Treasure,CT Special Forces: Fire for Effect,84.0
Introversion Software,Digimon Story Cyber Sleuth: Complete Edition,84.0
inkle Ltd,Space Rogue,84.0
XD,Iron Age,84.0
inkle Ltd,Space Simulator,84.0
XD,Iratus: Lord of the Dead,84.0
tinyBuild,Radical Heights,84.0
Annapurna Interactive,BIOSZARD Corporation,84.0
Annapurna Interactive,Biotech Samurai,84.0
Annapurna Interactive,Biotix: Phage Genesis,84.0
2pt Interactive,A Gummy's Life,84.0
Devolver Digital,OpenTTD,84.0
Annapurna Interactive,Rush Bros.,84.0
Grab Games,Fearmonium,84.0
Annapurna Interactive,Rushdown Revolt - Alpha Testing,84.0
Ubisoft,BRAIN / OUT,84.0
tinyBuild,Quantum Break,84.0
Devolver Digital,Orcs Must Die! 3,84.0
Slitherine Ltd.,Drawz,84.0
Slitherine Ltd.,Drawy,84.0
JOYCITY,BrainBread 2,83.0
Capybara Games,Super Bunny Man,83.0
"KOEI TECMO GAMES CO., LTD.",Close Combat: Cross of Iron,83.0
Carbon Studio,Lab.Gen.,83.0
Joe Richardson,- R E F L E C T E D -,83.0
Clever Endeavour Games,The Talos Principle,83.0
Ripstone,Before Nightfall,83.0
Robot Entertainment,Hand Simulator,83.0
Robot Entertainment,Hell Yeah! Wrath of the Dead Rabbit,83.0
Robot Entertainment,Remember Me,83.0
Ubisoft,Chasm,83.0
Ubisoft,Bendy and the Ink Machine,83.0
Ubisoft,Blameless,83.0
Rockstar Games,Dust: An Elysian Tail,83.0
Robot Entertainment,Heavy Metal Machines,83.0
Rockstar Games,DYNASTY WARRIORS 8: Xtreme Legends Complete Edition,83.0
Ripstone,Before I Forget,83.0
Ubisoft,Cyber Shadow,83.0
Robot Entertainment,Hell Let Loose,83.0
Joe Richardson,_OUR_:_Defense 2021,83.0
Creaky Corpse Ltd,Total War: WARHAMMER,83.0
Bithell Games,Beside Myself,83.0
SEGA,A Virus Named TOM,83.0
VALOFE,Red Orchestra 2: Heroes of Stalingrad with Rising Storm,83.0
Rebellion,Pathfinder: Kingmaker - Enhanced Plus Edition,83.0
Ubisoft,Sid Meier's Civilization IV,83.0
Kluge Interactive,Bike Rush,83.0
Ubisoft,Strife,83.0
Runic Games,神舞幻想 Faith of Danschant,83.0
Reactive Drop Team,Insurgency,83.0
Keen Software House,Portal Knights,83.0
Re-Logic,Medieval Trader Simulator,83.0
Re-Logic,Medieval Towns,83.0
Re-Logic,Medieval Story,83.0
KillHouse Games,Eastshade,83.0
Bithell Games,Bessarabian Nightmares,83.0
SEGA,Aaero,83.0
KillHouse Games,Eastward,83.0
KillHouse Games,Eaten Alive,83.0
Klei Entertainment,Paladins,83.0
Klei Entertainment,NARAKA: BLADEPOINT,83.0
Klei Entertainment,Monster Hunter: World,83.0
Blue Wizard Digital,Battle for Antares,83.0
Crate Entertainment,BioShock Remastered,83.0
Blue Wizard Digital,Battle for Enlor,83.0
Crate Entertainment,Kingdom Wars,83.0
Crate Entertainment,Kingdom: New Lands,83.0
Rebuilt Games,LEGO Star Wars - The Complete Saga,83.0
Ubisoft,Planet Coaster,83.0
SEGA,JUMP FORCE,83.0
SEGA,PLANES ATTACK,83.0
Cloudhead Games ltd.,Gladius | Gladiator VR Sword fighting,83.0
Resolution Games,Train of Afterlife,83.0
Resolution Games,Train Life: A Railway Simulator,83.0
Resolution Games,Trackmania² Lagoon,83.0
Resolution Games,Toy Odyssey: The Lost and Found,83.0
Triband,Pickers,83.0
SEGA,Sapper boom!,83.0
SEGA,Sandstorm,83.0
Triband,PhyxBox,83.0
Triband,Phoenix Squadron: Northern Star,83.0
"CAPCOM Co., Ltd.",Men of War: Assault Squad 2,83.0
"Codemasters, Slightly Mad Studios, Electronic Arts",Simply Chess,83.0
"CAPCOM Co., Ltd.",Blastboard,83.0
Trendy Entertainment,Action Taimanin,83.0
Remedy Entertainment,Hotline Miami 2: Wrong Number,83.0
"Cyan Worlds Inc, Ubisoft",Executive Assault 2,83.0
Bungie,Mechsprofit: Mech Tycoon Simulator,83.0
Cyan Worlds Inc,Help Will Come Tomorrow,83.0
Ubisoft,Little Nightmares,83.0
"RedCandleGames, AGM PLAYISM",Idle Slayer,83.0
SEGA,Planar Conquest,83.0
"RedCandleGames, AGM PLAYISM",Drift (Over) Drive,83.0
Valve,Crush Crush,83.0
"Codemasters, Slightly Mad Studios, Electronic Arts",Sinking Simulator,83.0
Robot Entertainment,Pharaoh + Cleopatra,83.0
Iceberg Interactive,Leisure Suit Larry in the Land of the Lounge Lizards: Reloaded,83.0
"Spike Chunsoft Co., Ltd.",Depth Hunter 2: Deep Dive,83.0
Sparpweed,Ion Fury,83.0
Paradox Interactive,NERTS! Online,83.0
Gamepires,Nioh: Complete Edition / 仁王 Complete Edition,83.0
Paradox Interactive,Hyperbolica,83.0
Paradox Interactive,HyperBrawl Tournament,83.0
THQ Nordic,Steep,83.0
Paradox Interactive,Dishonored,83.0
Paradox Interactive,DiRT Rally,83.0
Paradox Interactive,Devil May Cry 5,83.0
Gameforge 4D GmbH,FIFA 22,83.0
Endnight Games Ltd,Deathmatch Classic,83.0
Endnight Games Ltd,DayZ,83.0
Paradox Interactive,Crysis 2 - Maximum Edition,83.0
Paradox Interactive,Crysis,83.0
Paradox Interactive,ClickRaid,83.0
Endnight Games Ltd,Day of Defeat: Source,83.0
Iceberg Interactive,Leisure Suit Larry 7 - Love for Sail,83.0
Misfits Attic,MARVEL END TIME ARENA,83.0
Misfits Attic,Marlow Briggs and the Mask of Death,83.0
Sparpweed,Intrusion 2,83.0
Sorath,IL-2 Sturmovik: Cliffs of Dover,83.0
THQ Nordic,Tom Clancy's Ghost Recon Wildlands,83.0
Devolver Digital,Police hot Tale,83.0
"Foreign Gnomes, Surefire.Games",Banter Schooldays!!三〇一室无一人,83.0
Suspicious Developments,Hero Zero,83.0
"Square Enix, Feral Interactive (Linux), Feral Interactive (Mac)",Ultimate Custom Night,83.0
Supergiant Games,12 Labours of Hercules II: The Cretan Bull,83.0
Supergiant Games,16bit Trader,83.0
Devolver Digital,Milo and the Magpies,83.0
Devolver Digital,Monster Prom,83.0
Novalink,Resident Evil 7 Biohazard,83.0
Novalink,Tribes: Ascend,83.0
Digital Tribe,JUMP UP,83.0
Devolver Digital,S.K.I.L.L. - Special Force 2 (Shooter),83.0
Devolver Digital,Saints Row 2,83.0
Devolver Digital,Sleeping Dogs: Definitive Edition,83.0
Neon Doctrine,F.E.A.R.,83.0
Team Psykskallar,The Escapists 2,83.0
SnoutUp,Deponia: The Complete Journey,83.0
Digital Tribe,Bird of Light,83.0
THQ Nordic,Torchlight II,83.0
Misfits Attic,Marooners,83.0
GalaxyTrail,Break Arcade Games Out,83.0
Evil Tortilla Games,Tricky Towers,83.0
Double Action Factory,XCOM: Enemy Unknown,83.0
Square Enix,This Is the Police 2,83.0
"EXOR Studios, Surefire.Games",The Lion's Song: Episode 1 - Silence,83.0
"EXOR Studios, Surefire.Games",The Long Drive,83.0
2K,The Swapper,83.0
Moonpod,Gamble Fight Plus,83.0
Moonpod,Gamble of Gods,83.0
Electronic Arts,Oxygen Not Included,83.0
Electronic Arts,Overcooked! 2,83.0
Xbox Game Studios,SuchArt: Creative Space,83.0
Offworld Industries,Resident Evil 3: Raccoon City Demo,83.0
Electronic Arts,Lost Grimoires: Stolen Kingdom,83.0
Electronic Arts,Lost Grimoires 2: Shard of Mystery,83.0
Electronic Arts,Lost Dimension,83.0
Zadbox Entertainment,GunBlocks - Prologue,83.0
Zadbox Entertainment,Gun Witch,83.0
505 Games,BARRIER X,83.0
505 Games,Banner of the Maid,83.0
Suspicious Developments,Heroes Evolved,83.0
505 Games,Barony,83.0
"EXOR Studios, Surefire.Games",The Legend of Heroes: Trails in the Sky,83.0
"EXOR Studios, Surefire.Games",The Legend of Bum-Bo,83.0
Activision,Sleeping Dogs,83.0
Endlessfluff Games,PixelJunk Shooter Ultimate,83.0
Gaijin Distribution KFT,Tabletop Simulator,83.0
"XSEED Games, Marvelous USA, Inc.",Mists of Aiden,83.0
Gaijin Distribution KFT,Survarium,83.0
droqen,Holy Avatar vs. Maidens of the Dead,83.0
Endlessfluff Games,Pizza Connection 2,83.0
THQ Nordic,Ironsmith Medieval Simulator: Prologue,83.0
THQ Nordic,IronWolf VR,83.0
Square Enix,Battlefield V,83.0
Xbox Game Studios,Fishing: Barents Sea,83.0
"EXOR Studios, Surefire.Games",The LEGO Movie - Videogame,83.0
Xbox Game Studios,"Flashing Lights - Police, Firefighting, Emergency Services Simulator",83.0
Square Enix,DiRT Rally 2.0,83.0
DrinkBox Studios,Mahjong Match,83.0
Mommy's Best Games,Grim Tales: Guest From The Future Collector's Edition,83.0
droqen,Holopoint,83.0
Mommy's Best Games,Grim Tales: The Bride Collector's Edition,83.0
Duoyi Games,Civilization IV: Warlords,83.0
aNCHOR Inc.,Gamma Space,83.0
"Foreign Gnomes, Surefire.Games",BangBang PewPew,83.0
"Foreign Gnomes, Surefire.Games",Banyu Lintar Angin - Little Storm -,83.0
Humble Games,Particula,83.0
tinyBuild,Wolfenstein: The New Order,83.0
"META Publishing, Owlcat Games","Please, Don’t Touch Anything",83.0
11 bit studios,STAR WARS Republic Commando,83.0
Humble Games,Pathfinder: Wrath of the Righteous,83.0
"META Publishing, Owlcat Games",Platypus II,83.0
Ian Campbell,Stardust Vanguards,83.0
Tequila Works,MUD Motocross World Championship,83.0
Tequila Works,Muffin Knight,83.0
"IO Interactive A/S, Feral Interactive (Linux), Feral Interactive (Mac)",Dark Deception,83.0
Bennett Foddy,Builders of Egypt: Prologue,83.0
BANDAI NAMCO Entertainment,MadOut2 BigCityOnline [CLOSED],83.0
Praxia Entertainment Inc,Shinobi Spirits S Legend of Heroes/忍スピリッツS 真田獣勇士伝,83.0
tinyBuild,Wolcen: Lords of Mayhem,83.0
Stardock Entertainment,Quest of Dungeons,83.0
Texel Raptor,Captivity,83.0
Landfall,Rome: Total War - Collection,83.0
Statespace,Helltaker,83.0
SUPERHOT Team,Super Killer Hornet: Resurrection,83.0
Texel Raptor,Car Mechanic Manager,83.0
Daybreak Game Company,FINAL FANTASY TYPE-0 HD,83.0
Texel Raptor,Car Trader Simulator - Welcome to the Business,83.0
Ninja Theory,LEGO STAR WARS: The Force Awakens,83.0
Fistful of Frags Team,BLOCKPOST,83.0
Playful Corp.,Stellaris,83.0
Daniel Wright,Death Point,83.0
Daniel Wright,Death Pirate,83.0
Playwing LTD,South Park: The Stick of Truth,83.0
Little Orbit,Just Cause 3,83.0
Ninja Theory,LEGO The Hobbit,83.0
WB Games,Forza Horizon 5,83.0
Vostok Games,Scribblenauts Unlimited,83.0
"META Publishing, Owlcat Games",Pleasure Puzzle:Portrait 趣拼拼：肖像画,83.0
11 bit studios,STAR WARS: The Force Unleashed II,83.0
"META Publishing, Owlcat Games",Plebby Quest: The Crusades,83.0
Bethesda Softworks,Knights and Merchants,83.0
Devolver Digital,Data Hacker: Initiation,83.0
Humble Games,Paunch,83.0
Capybara Games,SUPER DISTRO,83.0
Silver Dollar Games,Forest Fortress,83.0
Warner Bros. Interactive Entertainment,Northgard,83.0
poncle,To the Moon,83.0
"Nicalis, Inc.",Corroded,83.0
Praxia Entertainment Inc,Shinobi Shift,83.0
"Nicalis, Inc.",CosmicBreak Universal,83.0
"Nicalis, Inc.",Super Hexagon,83.0
Stardock Entertainment,Quest for Glory 1-5,83.0
"Team17, NEXT Studios",Frederic: Resurrection of Music,83.0
Petums,GraviSound,83.0
Petums,Gravinoid,83.0
"Team17, NEXT Studios",Freedom Fighters,83.0
"Team17, NEXT Studios",Freedom Force vs. the Third Reich,83.0
"Team17, NEXT Studios",Freedom Planet,83.0
DANKIE,Her Story,83.0
Bethesda Softworks,Life is Strange: Before the Storm,83.0
Bethesda Softworks,LET IT DIE,83.0
Sekai Project,Emitters - Drone Invasions,83.0
Deep Silver,Firewatch,83.0
MY.GAMES,STAR WARS: The Old Republic,83.0
No More Robots,Sweep,83.0
11 bit studios,State of Decay 2: Juggernaut Edition,83.0
Wargaming Group Limited,Verdun,83.0
Auren Snyder,Mido and Di,83.0
Scott Cawthon,The Wolf Among Us,83.0
Autumn Games,Overcooked,83.0
Hoobalugalar_X,Spec Ops: The Line,83.0
FDG Entertainment,Ancient Rush 2,82.0
Carpe Fulgur LLC,Revolution Ace,82.0
